Day,Second,Value
0,211,156.262
0,212,158.675
0,213,159.405
0,214,161.763
0,215,162.038
0,216,163.889
0,217,165.749
0,218,166.15
0,219,168.14
0,220,169.32
0,221,170.551
0,222,170.628
0,223,171.671
0,224,172.954
0,225,173.597
0,226,173.951
0,227,176.49
0,228,178
0,229,180.356
0,230,180.736
0,231,181.444
0,232,184.063
0,233,184.307
0,234,185.725
0,235,188.661
0,236,190.082
0,237,190.386
0,238,190.425
0,239,192.649
0,240,193.751
0,241,195.7
0,242,196.277
0,243,197.592
0,244,199.809
0,245,202.194
0,246,204.232
0,247,204.954
0,248,206.964
0,249,210.054
0,250,210.471
0,251,211.118
0,252,211.57
0,253,214.634
0,254,216.079
0,255,217.334
0,256,217.806
0,257,218.53
0,258,218.733
0,259,220.799
0,260,223.789
0,261,227.627
0,262,229.069
0,263,231.087
0,264,231.37
0,265,235.52
0,266,239.069
0,267,239.806
0,268,239.911
0,269,241.509
0,270,246.374
0,271,248.522
0,272,250.923
0,273,252.258
0,274,257.021
0,275,260.382
0,276,260.98
0,277,265.947
0,278,268.161
0,279,271.327
0,280,273.17
0,281,277.68
0,282,282.597
0,283,284.841
0,284,290.118
0,285,296.081
0,286,301.745
0,287,308.324
0,288,312.298
0,289,315.183
0,290,319.865
0,291,322.875
0,292,323.411
0,293,326.056
0,294,328.445
0,295,328.718
0,296,330.804
0,297,334.847
0,298,339.527
0,299,339.533
0,300,341.834
0,301,345.037
0,302,352.504
0,303,360.514
0,304,368.62
0,305,371.218
0,306,374.422
0,307,374.497
0,308,377.322
0,309,378.783
0,310,382.371
0,311,382.641
0,312,384.535
0,313,387.57
0,314,394.02
0,315,402.405
0,316,408.259
0,317,409.495
0,318,418.497
0,319,426.162
0,320,434.3
0,321,444.302
0,322,444.624
0,323,452.052
0,324,452.492
0,325,463.769
0,326,467.637
0,327,473.846
0,328,485.26
0,329,494.357
0,330,497.483
0,331,502.725
0,332,512.546
0,333,523.784
0,334,536.158
0,335,539.66
0,336,545.217
0,337,546.997
0,338,550.975
0,339,564.964
0,340,566.167
0,341,577.785
0,342,591.464
0,343,604.331
0,344,609.685
0,345,615.573
0,346,620.707
0,347,622.784
0,348,627.58
0,349,642.593
0,350,658.688
0,351,667.503
0,352,681.323
0,353,685.483
0,354,690.951
0,355,701.413
0,356,708.284
0,357,709.007
0,358,726.365
0,359,740.69
0,360,757.804
0,361,759.395
0,362,773.155
0,363,776.493
0,364,783.771
0,365,804.794
0,366,806.858
0,367,825.703
0,368,833.701
0,369,833.938
0,370,848.289
0,371,850.634
0,372,866.23
0,373,880.953
0,374,902.029
0,375,910.056
0,376,920.09
0,377,944.369
0,378,970.304
0,379,986.052
0,380,988.461
0,381,1010.37
0,382,1021.67
0,383,1033.1
0,384,1062.2
0,385,1062.88
0,386,1077.22
0,387,1092.11
0,388,1092.3
0,389,1111.89
0,390,1131.45
0,391,1152.27
0,392,1186.89
0,393,1195.94
0,394,1218.4
0,395,1239.96
0,396,1266.88
0,397,1297.21
0,398,1320.1
0,399,1346.79
0,400,1355.11
0,401,1394.89
0,402,1419.81
0,403,1431.76
0,404,1469.54
0,405,1511.27
0,406,1525.76
0,407,1551.43
0,408,1580.71
0,409,1613.08
0,410,1644.95
0,411,1686.5
0,412,1708.69
0,413,1733.05
0,414,1733.21
0,415,1767.61
0,416,1818.11
0,417,1870.61
0,418,1877.41
0,419,1916.57
0,420,1951.81
0,421,1978.22
0,422,2014.07
0,423,2076.63
0,424,2102.17
0,425,2103.41
0,426,2168.91
0,427,2219.88
0,428,2236.3
0,429,2252.04
0,430,2273.84
0,431,2305.46
0,432,2312.22
0,433,2343.93
0,434,2375.19
0,435,2421.27
0,436,2492.58
0,437,2550.83
0,438,2593.4
0,439,2643.56
0,440,2702.96
0,441,2733.4
0,442,2792.75
0,443,2873.12
0,444,2874.28
0,445,2955.17
0,446,2979.78
0,447,2981.32
0,448,3055.95
0,449,3135.33
0,450,3193.97
0,451,3259.15
0,452,3306.19
0,453,3394.82
0,454,3508.42
0,455,3537.68
0,456,3621.68
0,457,3747.34
0,458,3781.71
0,459,3886.97
0,460,3960.89
0,461,4013.16
0,462,4135.2
0,463,4154.23
0,464,4273.6
0,465,4418.36
0,466,4533.37
0,467,4588.78
0,468,4675.42
0,469,4725.6
0,470,4834.41
0,471,5000.08
0,472,5111.42
0,473,5148.57
0,474,5306.24
0,475,5441.52
0,476,5578.99
0,477,5643.95
0,478,5771.06
0,479,5868.66
0,480,5946.18
0,481,6146.61
0,482,6156.78
0,483,6279.2
0,484,6472.63
0,485,6664.07
0,486,6820.74
0,487,6963.15
0,488,7084.07
0,489,7169.08
0,490,7319.56
0,491,7577.45
0,492,7689.52
0,493,7762.96
0,494,7986.86
0,495,8165.74
0,496,8432.11
0,497,8632.36
0,498,8720.57
0,499,8824.75
0,500,8927.25
0,501,8929.43
0,502,9230.46
0,503,9448.74
0,504,9718.55
0,505,9979.17
0,506,10102
0,507,10269.3
0,508,10518.4
0,509,10770.7
0,510,10815.4
0,511,11193.8
0,512,11407.8
0,513,11452.4
0,514,11607.4
0,515,11943.2
0,516,12366.6
0,517,12708.7
0,518,12983.5
0,519,13092.4
0,520,13445.9
0,521,13684.4
0,522,13826.8
0,523,13923.9
0,524,14401.4
0,525,14479.7
0,526,15050
0,527,15617.5
0,528,16167.1
0,529,16173.7
0,530,16813.2
0,531,17208.9
0,532,17502.9
0,533,18129.3
0,534,18647.9
0,535,18789.1
0,536,19483
0,537,19837.9
0,538,20120.2
0,539,20546.9
0,540,21260
0,541,21668.5
0,542,21684.4
0,543,21945.8
0,544,22839.5
0,545,23706.1
0,546,23980.9
0,547,24541.9
0,548,25138.4
0,549,25747.4
0,550,26189.1
0,551,26319
0,552,26717.7
0,553,27663.5
0,554,28038.2
0,555,29010
0,556,29798.6
0,557,30279.9
0,558,30657.7
0,559,31953.1
0,560,33242.5
0,561,33679.9
0,562,34393.9
0,563,35637.3
0,564,36713
0,565,36781.5
0,566,37468.3
0,567,39068.2
0,568,39197
0,569,39607.6
0,570,41014.8
0,571,41741
0,572,42158.8
0,573,43009.1
0,574,44025.3
0,575,45221.1
0,576,46675.8
0,577,47519.7
0,578,49552.7
0,579,51209.7
0,580,52805
0,581,53953.7
0,582,56282.2
0,583,56352.2
0,584,57644.4
0,585,59591.7
0,586,62079.5
0,587,63737.3
0,588,64321.9
0,589,67134.1
0,590,67286.5
0,591,68651.4
0,592,70278.9
0,593,72501
0,594,75002.3
0,595,77468.9
0,596,80931
0,597,80996.3
0,598,82063.3
0,599,82400.4
0,600,84819.6
0,601,88245.8
0,602,88624.7
0,603,92442.6
0,604,93184.2
0,605,93788.2
0,606,94894.6
0,607,98764.7
0,608,99879.1
0,609,99987.4
0,610,100820
0,611,100990
0,612,104178
0,613,106745
0,614,111508
0,615,116775
0,616,121968
0,617,123496
0,618,128713
0,619,131462
0,620,132896
0,621,135652
0,622,137972
0,623,144384
0,624,144953
0,625,149133
0,626,149419
0,627,154977
0,628,160573
0,629,167331
0,630,173435
0,631,173855
0,632,176758
0,633,184642
0,634,187439
0,635,193017
0,636,200368
0,637,200670
0,638,200699
0,639,209383
0,640,212891
0,641,214862
0,642,221926
0,643,223911
0,644,234398
0,645,238753
0,646,246252
0,647,251952
0,648,259575
0,649,261874
0,650,270531
0,651,282352
0,652,291823
0,653,298889
0,654,311813
0,655,317277
0,656,319438
0,657,332064
0,658,332388
0,659,333670
0,660,335322
0,661,351498
0,662,365822
0,663,373380
0,664,385817
0,665,402727
0,666,404262
0,667,411828
0,668,415233
0,669,428935
0,670,431059
0,671,438501
0,672,439536
0,673,456279
0,674,471057
0,675,494586
0,676,500543
0,677,515506
0,678,535667
0,679,554424
0,680,581063
0,681,582410
0,682,610834
0,683,616493
0,684,630945
0,685,658602
0,686,663539
0,687,687328
0,688,695062
0,689,727812
0,690,732142
0,691,737648
0,692,758173
0,693,786964
0,694,828494
0,695,869990
0,696,911672
0,697,925249
0,698,964648
0,699,971450
0,700,1.00003e+06
0,701,1.00337e+06
0,702,1.05383e+06
0,703,1.09829e+06
0,704,1.13886e+06
0,705,1.18111e+06
0,706,1.24516e+06
0,707,1.31208e+06
0,708,1.35529e+06
0,709,1.39099e+06
0,710,1.40986e+06
0,711,1.43986e+06
0,712,1.49175e+06
0,713,1.52112e+06
0,714,1.58133e+06
0,715,1.60466e+06
0,716,1.64937e+06
0,717,1.67277e+06
0,718,1.67778e+06
0,719,1.75542e+06
0,720,1.84366e+06
0,721,1.88038e+06
0,722,1.97884e+06
0,723,1.99648e+06
0,724,2.02237e+06
0,725,2.12265e+06
0,726,2.15833e+06
0,727,2.25362e+06
0,728,2.28709e+06
0,729,2.40306e+06
0,730,2.48995e+06
0,731,2.54596e+06
0,732,2.63501e+06
0,733,2.73697e+06
0,734,2.7594e+06
0,735,2.79361e+06
0,736,2.82176e+06
0,737,2.84309e+06
0,738,2.91965e+06
0,739,2.92945e+06
0,740,3.08794e+06
0,741,3.25264e+06
0,742,3.36194e+06
0,743,3.52853e+06
0,744,3.58218e+06
0,745,3.59391e+06
0,746,3.67979e+06
0,747,3.85204e+06
0,748,4.06261e+06
0,749,4.1581e+06
0,750,4.2067e+06
0,751,4.3023e+06
0,752,4.46545e+06
0,753,4.49582e+06
0,754,4.53833e+06
0,755,4.73037e+06
0,756,4.76926e+06
0,757,4.89067e+06
0,758,4.90822e+06
0,759,4.93888e+06
0,760,5.15428e+06
0,761,5.39224e+06
0,762,5.61108e+06
0,763,5.85315e+06
0,764,6.14457e+06
0,765,6.44152e+06
0,766,6.44887e+06
0,767,6.56081e+06
0,768,6.82091e+06
0,769,7.08721e+06
0,770,7.28769e+06
0,771,7.51677e+06
0,772,7.83814e+06
0,773,8.25481e+06
0,774,8.52468e+06
0,775,8.84201e+06
0,776,8.9814e+06
0,777,9.03225e+06
0,778,9.30993e+06
0,779,9.84007e+06
0,780,9.97925e+06
0,781,1.02881e+07
0,782,1.07046e+07
0,783,1.10657e+07
0,784,1.1481e+07
0,785,1.15639e+07
0,786,1.15823e+07
0,787,1.20464e+07
0,788,1.24116e+07
0,789,1.24585e+07
0,790,1.26542e+07
0,791,1.27356e+07
0,792,1.29432e+07
0,793,1.36979e+07
0,794,1.37046e+07
0,795,1.44411e+07
0,796,1.46213e+07
0,797,1.51595e+07
0,798,1.58598e+07
0,799,1.63152e+07
0,800,1.67348e+07
0,801,1.71702e+07
0,802,1.77096e+07
0,803,1.78909e+07
0,804,1.85393e+07
0,805,1.90859e+07
0,806,2.01484e+07
0,807,2.0926e+07
0,808,2.19357e+07
0,809,2.27149e+07
0,810,2.40535e+07
0,811,2.4411e+07
0,812,2.44573e+07
0,813,2.58173e+07
0,814,2.71596e+07
0,815,2.77061e+07
0,816,2.8377e+07
0,817,2.95331e+07
0,818,3.06884e+07
0,819,3.25981e+07
0,820,3.31909e+07
0,821,3.31926e+07
0,822,3.43791e+07
0,823,3.60073e+07
0,824,3.62798e+07
0,825,3.72893e+07
0,826,3.78904e+07
0,827,3.8939e+07
0,828,4.10225e+07
0,829,4.23621e+07
0,830,4.44561e+07
0,831,4.67589e+07
0,832,4.84047e+07
0,833,4.93609e+07
0,834,5.10969e+07
0,835,5.17716e+07
0,836,5.43002e+07
0,837,5.56482e+07
0,838,5.91922e+07
0,839,5.93894e+07
0,840,6.08767e+07
0,841,6.20238e+07
0,842,6.51601e+07
0,843,6.85927e+07
0,844,7.29892e+07
0,845,7.67982e+07
0,846,7.83355e+07
0,847,7.84426e+07
0,848,8.20315e+07
0,849,8.63305e+07
0,850,8.94683e+07
0,851,9.0808e+07
0,852,9.61204e+07
0,853,1.02352e+08
0,854,1.04863e+08
0,855,1.06903e+08
0,856,1.08755e+08
0,857,1.10036e+08
0,858,1.1207e+08
0,859,1.15792e+08
0,860,1.22577e+08
0,861,1.23606e+08
0,862,1.26957e+08
0,863,1.34286e+08
0,864,1.42912e+08
0,865,1.47548e+08
0,866,1.57159e+08
0,867,1.64481e+08
0,868,1.69513e+08
0,869,1.78746e+08
0,870,1.86304e+08
0,871,1.90071e+08
0,872,1.96547e+08
0,873,2.04395e+08
0,874,2.12818e+08
0,875,2.13686e+08
0,876,2.24127e+08
0,877,2.28112e+08
0,878,2.40407e+08
0,879,2.5627e+08
0,880,2.69238e+08
0,881,2.82488e+08
0,882,2.95667e+08
0,883,2.97202e+08
0,884,3.06055e+08
0,885,3.19306e+08
0,886,3.34083e+08
0,887,3.47463e+08
0,888,3.64769e+08
0,889,3.81064e+08
0,890,3.91516e+08
0,891,4.14033e+08
0,892,4.14649e+08
0,893,4.41601e+08
0,894,4.6143e+08
0,895,4.65757e+08
0,896,4.86502e+08
0,897,5.12961e+08
0,898,5.15236e+08
0,899,5.30799e+08
0,900,5.48513e+08
0,901,5.73132e+08
0,902,6.07414e+08
0,903,6.1197e+08
0,904,6.29253e+08
0,905,6.62012e+08
0,906,6.85332e+08
0,907,6.88731e+08
0,908,7.09862e+08
0,909,7.22501e+08
0,910,7.54616e+08
0,911,7.58164e+08
0,912,7.74722e+08
0,913,8.03002e+08
0,914,8.22301e+08
0,915,8.47741e+08
0,916,8.48201e+08
0,917,8.94746e+08
0,918,9.42563e+08
0,919,9.98384e+08
0,920,1.00616e+09
0,921,1.07481e+09
0,922,1.08661e+09
0,923,1.12699e+09
0,924,1.17894e+09
0,925,1.25801e+09
0,926,1.29971e+09
0,927,1.37953e+09
0,928,1.38853e+09
0,929,1.46789e+09
0,930,1.47659e+09
0,931,1.5158e+09
0,932,1.60894e+09
0,933,1.70349e+09
0,934,1.81849e+09
0,935,1.85351e+09
0,936,1.97519e+09
0,937,2.0801e+09
0,938,2.08013e+09
0,939,2.14226e+09
0,940,2.17256e+09
0,941,2.28003e+09
0,942,2.35493e+09
0,943,2.46847e+09
0,944,2.49812e+09
0,945,2.50101e+09
0,946,2.56162e+09
0,947,2.67999e+09
0,948,2.7621e+09
0,949,2.91378e+09
0,950,3.05789e+09
0,951,3.25773e+09
0,952,3.43021e+09
0,953,3.53671e+09
0,954,3.68382e+09
0,955,3.69857e+09
0,956,3.79954e+09
0,957,3.95249e+09
0,958,4.0478e+09
0,959,4.11487e+09
0,960,4.24991e+09
0,961,4.29974e+09
0,962,4.58345e+09
0,963,4.68693e+09
0,964,4.85219e+09
0,965,4.94984e+09
0,966,5.21064e+09
0,967,5.4446e+09
0,968,5.61882e+09
0,969,5.83225e+09
0,970,6.03615e+09
0,971,6.47731e+09
0,972,6.56201e+09
0,973,6.57676e+09
0,974,6.85349e+09
0,975,6.85672e+09
0,976,7.36344e+09
0,977,7.50493e+09
0,978,7.59322e+09
0,979,8.04595e+09
0,980,8.06919e+09
0,981,8.13859e+09
0,982,8.53166e+09
0,983,8.5908e+09
0,984,8.80342e+09
0,985,9.27569e+09
0,986,9.73931e+09
0,987,1.02542e+10
0,988,1.07601e+10
0,989,1.10756e+10
0,990,1.12729e+10
0,991,1.21079e+10
0,992,1.23483e+10
0,993,1.28493e+10
0,994,1.34792e+10
0,995,1.36286e+10
0,996,1.4535e+10
0,997,1.50281e+10
0,998,1.53795e+10
0,999,1.62892e+10
0,1000,1.63391e+10
0,1001,1.65024e+10
0,1002,1.75811e+10
0,1003,1.86843e+10
0,1004,1.95077e+10
0,1005,2.07854e+10
0,1006,2.1032e+10
0,1007,2.10328e+10
0,1008,2.16692e+10
0,1009,2.19753e+10
0,1010,2.21072e+10
0,1011,2.28725e+10
0,1012,2.38098e+10
0,1013,2.41409e+10
0,1014,2.50373e+10
0,1015,2.51293e+10
0,1016,2.60441e+10
0,1017,2.80811e+10
0,1018,2.84745e+10
0,1019,3.06669e+10
0,1020,3.22281e+10
0,1021,3.28968e+10
0,1022,3.45778e+10
0,1023,3.50561e+10
0,1024,3.67475e+10
0,1025,3.80465e+10
0,1026,3.98858e+10
0,1027,4.09622e+10
0,1028,4.27655e+10
0,1029,4.55404e+10
0,1030,4.74564e+10
0,1031,4.94026e+10
0,1032,5.09942e+10
0,1033,5.30901e+10
0,1034,5.56105e+10
0,1035,5.71364e+10
0,1036,5.87376e+10
0,1037,6.12894e+10
0,1038,6.17601e+10
0,1039,6.49671e+10
0,1040,6.50411e+10
0,1041,6.52584e+10
0,1042,6.57398e+10
0,1043,6.62884e+10
0,1044,6.69701e+10
0,1045,7.17428e+10
0,1046,7.17734e+10
0,1047,7.4712e+10
0,1048,7.79179e+10
0,1049,8.05547e+10
0,1050,8.69644e+10
0,1051,9.3354e+10
0,1052,9.92662e+10
0,1053,1.04028e+11
0,1054,1.11984e+11
0,1055,1.16306e+11
0,1056,1.18341e+11
0,1057,1.22417e+11
0,1058,1.23697e+11
0,1059,1.27287e+11
0,1060,1.3639e+11
0,1061,1.3887e+11
0,1062,1.39516e+11
0,1063,1.49193e+11
0,1064,1.51785e+11
0,1065,1.55488e+11
0,1066,1.60382e+11
0,1067,1.72894e+11
0,1068,1.82065e+11
0,1069,1.8373e+11
0,1070,1.96755e+11
0,1071,2.00461e+11
0,1072,2.14847e+11
0,1073,2.19492e+11
0,1074,2.32105e+11
0,1075,2.33945e+11
0,1076,2.53171e+11
0,1077,2.69284e+11
0,1078,2.7749e+11
0,1079,2.81528e+11
0,1080,3.0262e+11
0,1081,3.06029e+11
0,1082,3.30852e+11
0,1083,3.37678e+11
0,1084,3.52078e+11
0,1085,3.72028e+11
0,1086,3.8734e+11
0,1087,4.11611e+11
0,1088,4.40257e+11
0,1089,4.48408e+11
0,1090,4.53775e+11
0,1091,4.91261e+11
0,1092,5.14191e+11
0,1093,5.34034e+11
0,1094,5.37663e+11
0,1095,5.79008e+11
0,1096,6.21429e+11
0,1097,6.31102e+11
0,1098,6.41585e+11
0,1099,6.93864e+11
0,1100,7.16696e+11
0,1101,7.59638e+11
0,1102,7.88442e+11
0,1103,8.08225e+11
0,1104,8.36012e+11
0,1105,8.6345e+11
0,1106,9.15692e+11
0,1107,9.77064e+11
0,1108,1.04893e+12
0,1109,1.07329e+12
0,1110,1.14741e+12
0,1111,1.21174e+12
0,1112,1.2836e+12
0,1113,1.38415e+12
0,1114,1.49111e+12
0,1115,1.52861e+12
0,1116,1.53517e+12
0,1117,1.54179e+12
0,1118,1.58619e+12
0,1119,1.67657e+12
0,1120,1.70113e+12
0,1121,1.71061e+12
0,1122,1.77211e+12
0,1123,1.84942e+12
0,1124,2.00856e+12
0,1125,2.03422e+12
0,1126,2.10032e+12
0,1127,2.12927e+12
0,1128,2.31088e+12
0,1129,2.39864e+12
0,1130,2.50433e+12
0,1131,2.53303e+12
0,1132,2.67895e+12
0,1133,2.88954e+12
0,1134,2.95871e+12
0,1135,3.15713e+12
0,1136,3.19996e+12
0,1137,3.42175e+12
0,1138,3.62492e+12
0,1139,3.91477e+12
0,1140,4.08924e+12
0,1141,4.20177e+12
0,1142,4.41618e+12
0,1143,4.74255e+12
0,1144,4.75004e+12
0,1145,4.76206e+12
0,1146,4.85295e+12
0,1147,5.11142e+12
0,1148,5.38503e+12
0,1149,5.41253e+12
0,1150,5.43722e+12
0,1151,5.8597e+12
0,1152,5.91819e+12
0,1153,6.063e+12
0,1154,6.14933e+12
0,1155,6.2266e+12
0,1156,6.69647e+12
0,1157,7.05783e+12
0,1158,7.52255e+12
0,1159,7.54097e+12
0,1160,7.94245e+12
0,1161,8.49316e+12
0,1162,8.89471e+12
0,1163,9.6549e+12
0,1164,9.76107e+12
0,1165,9.94231e+12
0,1166,1.06467e+13
0,1167,1.08183e+13
0,1168,1.15652e+13
0,1169,1.24294e+13
0,1170,1.32153e+13
0,1171,1.39993e+13
0,1172,1.43786e+13
0,1173,1.5307e+13
0,1174,1.57355e+13
0,1175,1.64846e+13
0,1176,1.79174e+13
0,1177,1.86285e+13
0,1178,1.86767e+13
0,1179,1.95301e+13
0,1180,2.03303e+13
0,1181,2.04107e+13
0,1182,2.18764e+13
0,1183,2.29676e+13
0,1184,2.39971e+13
0,1185,2.46467e+13
0,1186,2.57376e+13
0,1187,2.6596e+13
0,1188,2.73053e+13
0,1189,2.91149e+13
0,1190,3.08647e+13
0,1191,3.27834e+13
0,1192,3.55197e+13
0,1193,3.75278e+13
0,1194,3.83673e+13
0,1195,4.05364e+13
0,1196,4.09259e+13
0,1197,4.34182e+13
0,1198,4.48513e+13
0,1199,4.74435e+13
0,1200,4.78809e+13
0,1201,5.1326e+13
0,1202,5.48141e+13
0,1203,5.93038e+13
0,1204,6.41106e+13
0,1205,6.97963e+13
0,1206,7.11674e+13
0,1207,7.13909e+13
0,1208,7.34585e+13
0,1209,7.55542e+13
0,1210,7.67671e+13
0,1211,8.26306e+13
0,1212,8.75868e+13
0,1213,9.52111e+13
0,1214,1.00173e+14
0,1215,1.07093e+14
0,1216,1.11669e+14
0,1217,1.12288e+14
0,1218,1.21892e+14
0,1219,1.33132e+14
0,1220,1.44601e+14
0,1221,1.49741e+14
0,1222,1.59468e+14
0,1223,1.60157e+14
0,1224,1.61012e+14
0,1225,1.66948e+14
0,1226,1.74621e+14
0,1227,1.82582e+14
0,1228,1.86089e+14
0,1229,1.91362e+14
0,1230,1.92738e+14
0,1231,2.10613e+14
0,1232,2.24184e+14
0,1233,2.31812e+14
0,1234,2.43425e+14
0,1235,2.61231e+14
0,1236,2.7481e+14
0,1237,3.0026e+14
0,1238,3.28667e+14
0,1239,3.31398e+14
0,1240,3.56045e+14
0,1241,3.76244e+14
0,1242,3.84856e+14
0,1243,3.87404e+14
0,1244,4.22897e+14
0,1245,4.62593e+14
0,1246,4.73957e+14
0,1247,4.74552e+14
0,1248,4.87718e+14
0,1249,5.32336e+14
0,1250,5.52368e+14
0,1251,5.56635e+14
0,1252,5.56988e+14
0,1253,5.79146e+14
0,1254,6.02564e+14
0,1255,6.26578e+14
0,1256,6.75525e+14
0,1257,7.21186e+14
0,1258,7.61608e+14
0,1259,8.07792e+14
0,1260,8.10204e+14
0,1261,8.64561e+14
0,1262,9.01847e+14
0,1263,9.58389e+14
0,1264,1.03625e+15
0,1265,1.08104e+15
0,1266,1.09582e+15
0,1267,1.13506e+15
0,1268,1.16205e+15
0,1269,1.26978e+15
0,1270,1.35845e+15
0,1271,1.42896e+15
0,1272,1.54787e+15
0,1273,1.64926e+15
0,1274,1.78925e+15
0,1275,1.8794e+15
0,1276,1.97259e+15
0,1277,2.02875e+15
0,1278,2.09475e+15
0,1279,2.21742e+15
0,1280,2.28756e+15
0,1281,2.37101e+15
0,1282,2.54826e+15
0,1283,2.70124e+15
0,1284,2.83195e+15
0,1285,2.86846e+15
0,1286,3.02213e+15
0,1287,3.04579e+15
0,1288,3.29253e+15
0,1289,3.33609e+15
0,1290,3.44535e+15
0,1291,3.65133e+15
0,1292,3.82206e+15
0,1293,4.04095e+15
0,1294,4.42506e+15
0,1295,4.78624e+15
0,1296,5.16298e+15
0,1297,5.24795e+15
0,1298,5.45479e+15
0,1299,5.97678e+15
0,1300,6.44455e+15
0,1301,6.66256e+15
0,1302,6.77201e+15
0,1303,6.8645e+15
0,1304,6.94571e+15
0,1305,7.06733e+15
0,1306,7.26933e+15
0,1307,7.8771e+15
0,1308,8.21877e+15
0,1309,9.01059e+15
0,1310,9.38991e+15
0,1311,1.00703e+16
0,1312,1.03514e+16
0,1313,1.04582e+16
0,1314,1.06739e+16
0,1315,1.07965e+16
0,1316,1.16266e+16
0,1317,1.19245e+16
0,1318,1.28688e+16
0,1319,1.33483e+16
0,1320,1.4583e+16
0,1321,1.53065e+16
0,1322,1.54264e+16
0,1323,1.55022e+16
0,1324,1.64827e+16
0,1325,1.77782e+16
0,1326,1.90627e+16
0,1327,1.97745e+16
0,1328,2.02548e+16
0,1329,2.14167e+16
0,1330,2.19719e+16
0,1331,2.34123e+16
0,1332,2.54123e+16
0,1333,2.79824e+16
0,1334,3.03252e+16
0,1335,3.32384e+16
0,1336,3.54907e+16
0,1337,3.62163e+16
0,1338,3.63456e+16
0,1339,4.00381e+16
0,1340,4.07062e+16
0,1341,4.34703e+16
0,1342,4.6253e+16
0,1343,4.85156e+16
0,1344,5.08064e+16
0,1345,5.58809e+16
0,1346,5.60185e+16
0,1347,6.17026e+16
0,1348,6.48496e+16
