Day,Second,Value
0,114,67.2087
0,115,66.5881
0,116,66.4475
0,117,66.3649
0,118,66.2179
0,119,66.3339
0,120,66.0998
0,121,66.0794
0,122,66.1187
0,123,66.6584
0,124,66.3989
0,125,66.4333
0,126,65.9768
0,127,65.7219
0,128,65.5776
0,129,65.6605
0,130,65.477
0,131,65.02
0,132,65.2196
0,133,65.0872
0,134,65.0068
0,135,64.88
0,136,64.5547
0,137,64.6342
0,138,64.8119
0,139,64.9014
0,140,64.889
0,141,64.7972
0,142,65.0653
0,143,65.0639
0,144,64.8264
0,145,64.78
0,146,64.5943
0,147,64.216
0,148,64.2056
0,149,64.163
0,150,64.3034
0,151,64.1869
0,152,64.4934
0,153,65.2223
0,154,65.1979
0,155,64.8546
0,156,64.9782
0,157,65.2329
0,158,65.1846
0,159,65.1953
0,160,64.5958
0,161,64.4911
0,162,64.32
0,163,64.318
0,164,64.2435
0,165,64.2578
0,166,64.1603
0,167,64.2685
0,168,64.0873
0,169,64.0141
0,170,63.7752
0,171,63.8686
0,172,64.4124
0,173,64.0577
0,174,64.0341
0,175,64.0819
0,176,63.7305
0,177,63.4969
0,178,63.1612
0,179,62.5252
0,180,62.867
0,181,62.5996
0,182,62.7835
0,183,62.7566
0,184,62.668
0,185,63.0087
0,186,62.4338
0,187,61.9215
0,188,61.9786
0,189,62.1453
0,190,62.6264
0,191,62.467
0,192,62.4596
0,193,62.3721
0,194,62.3215
0,195,62.0944
0,196,61.8862
0,197,62.0991
0,198,62.2211
0,199,62.557
0,200,62.3642
0,201,62.2437
0,202,62.332
0,203,62.3698
0,204,62.382
0,205,62.0367
0,206,61.7977
0,207,62.0126
0,208,62.3112
0,209,62.3528
0,210,62.1752
0,211,62.3892
0,212,62.5884
0,213,62.8173
0,214,63.0392
0,215,63.1921
0,216,63.1537
0,217,63.0221
0,218,62.6152
0,219,62.9905
0,220,63.143
0,221,62.8733
0,222,62.707
0,223,63.2581
0,224,63.407
0,225,63.5813
0,226,63.7315
0,227,64.0111
0,228,63.5485
0,229,63.9611
0,230,64.0706
0,231,63.7813
0,232,64.1656
0,233,63.9298
0,234,64.079
0,235,64.0309
0,236,64.0703
0,237,64.4857
0,238,64.6058
0,239,64.6701
0,240,64.6802
0,241,64.6576
0,242,64.636
0,243,64.6052
0,244,64.9244
0,245,64.6884
0,246,64.685
0,247,64.8463
0,248,64.5936
0,249,65.0204
0,250,65.105
0,251,65.3654
0,252,65.6208
0,253,65.6097
0,254,66.0185
0,255,65.5891
0,256,65.444
0,257,65.3787
0,258,65.4213
0,259,65.5198
0,260,65.4466
0,261,65.4783
0,262,65.0398
0,263,65.1366
0,264,65.1001
0,265,65.5642
0,266,65.9604
0,267,65.6558
0,268,65.4715
0,269,65.7881
0,270,65.6199
0,271,65.9438
0,272,66.4538
0,273,66.4809
0,274,66.5559
0,275,66.5208
0,276,66.2583
0,277,65.9258
0,278,66.0613
0,279,66.5159
0,280,66.1755
0,281,66.0295
0,282,65.9883
0,283,65.7035
0,284,65.6385
0,285,66.138
0,286,66.3761
0,287,66.4567
0,288,66.5652
0,289,66.189
0,290,66.5023
0,291,66.0494
0,292,66.332
0,293,66.2265
0,294,66.1961
0,295,65.9182
0,296,65.9834
0,297,66.1012
0,298,65.791
0,299,65.3222
0,300,65.1914
0,301,65.2231
0,302,65.7976
0,303,65.922
0,304,66.7379
0,305,66.794
0,306,66.6563
0,307,66.6438
0,308,66.5706
0,309,66.3236
0,310,66.5225
0,311,66.6778
0,312,66.9407
0,313,67.0499
0,314,67.2131
0,315,66.9254
0,316,67.1752
0,317,66.9336
0,318,66.7439
0,319,66.7662
0,320,67.0491
0,321,66.8305
0,322,66.699
0,323,66.532
0,324,66.0666
0,325,65.9429
0,326,65.614
0,327,65.663
0,328,65.3833
0,329,65.6467
0,330,65.8754
0,331,66.5234
0,332,66.1403
0,333,66.4124
0,334,66.1769
0,335,66.6192
0,336,66.5923
0,337,66.6736
0,338,66.9054
0,339,67.0247
0,340,66.6299
0,341,66.869
0,342,66.9347
0,343,67.1902
0,344,66.8492
0,345,66.8441
0,346,66.6796
0,347,66.357
0,348,66.502
0,349,66.0904
0,350,65.9248
0,351,65.4444
0,352,64.9394
0,353,64.8327
0,354,64.4289
0,355,64.3264
0,356,65.0036
0,357,65.1172
0,358,65.5802
0,359,65.6729
0,360,65.924
0,361,65.6158
0,362,65.5738
0,363,65.2227
0,364,64.9058
0,365,64.8704
0,366,65.0083
0,367,65.049
0,368,65.0201
0,369,65.3086
0,370,65.2734
0,371,64.9174
0,372,64.8561
0,373,64.67
0,374,64.6628
0,375,64.5724
0,376,64.5506
0,377,64.4042
0,378,64.1852
0,379,64.1468
0,380,64.1023
0,381,64.3734
0,382,64.4935
0,383,64.3615
0,384,64.172
0,385,63.88
0,386,63.6282
0,387,64.3575
0,388,64.5808
0,389,64.5536
0,390,63.6668
0,391,63.2909
0,392,63.0888
0,393,63.5269
0,394,63.9036
0,395,64.0204
0,396,63.7484
0,397,64.0537
0,398,64.1801
0,399,64.1204
0,400,64.579
0,401,64.5207
0,402,64.8607
0,403,65.0974
0,404,65.3261
0,405,65.1744
0,406,65.495
0,407,65.693
0,408,65.5835
0,409,65.8566
0,410,65.5047
0,411,65.5777
0,412,65.3387
0,413,65.499
0,414,65.747
0,415,65.7532
0,416,65.8378
0,417,66.1737
0,418,65.8679
0,419,65.9399
0,420,66.5868
0,421,66.6738
0,422,66.3761
0,423,66.9521
0,424,67.0792
0,425,67.4047
0,426,67.0713
0,427,66.6405
0,428,66.5977
0,429,66.6106
0,430,66.4448
0,431,66.0396
0,432,65.6438
0,433,65.4011
0,434,65.2261
0,435,65.3782
0,436,65.3045
0,437,65.268
0,438,65.2152
0,439,64.679
0,440,65.1893
0,441,65.918
0,442,66.0456
0,443,65.8874
0,444,66.2361
0,445,66.2087
0,446,66.121
0,447,66.0756
0,448,66.2296
0,449,65.7139
0,450,65.3985
0,451,65.0399
0,452,65.0262
0,453,64.9296
0,454,64.77
0,455,64.9342
0,456,64.8093
0,457,64.9766
0,458,65.0425
0,459,64.7075
0,460,64.4892
0,461,64.3973
0,462,64.4221
0,463,64.3505
0,464,64.2467
0,465,64.3525
0,466,64.6722
0,467,64.6679
0,468,64.4354
0,469,64.7701
0,470,64.2944
0,471,64.5004
0,472,64.1475
0,473,64.0106
0,474,63.7354
0,475,63.8347
0,476,63.6407
0,477,63.1842
0,478,63.1565
0,479,63.2529
0,480,63.2734
0,481,63.524
0,482,63.4731
0,483,63.2817
0,484,63.6669
0,485,64.0183
0,486,63.9004
0,487,63.9238
0,488,63.8491
0,489,63.5987
0,490,63.621
0,491,63.5011
0,492,63.7057
0,493,63.7667
0,494,64.1532
0,495,64.1425
0,496,64.1518
0,497,64.4016
0,498,64.5382
0,499,64.5382
0,500,64.5131
0,501,64.6069
0,502,64.6404
0,503,64.4716
0,504,64.1322
0,505,63.965
0,506,63.7406
0,507,63.8844
0,508,63.7534
0,509,63.7765
0,510,64.1789
0,511,64.1445
0,512,64.1483
0,513,64.674
0,514,64.9215
0,515,65.1657
0,516,65.5693
0,517,65.9772
0,518,66.115
0,519,66.1348
0,520,66.046
0,521,66.14
0,522,65.8063
0,523,65.4591
0,524,65.445
0,525,65.5934
0,526,65.4909
0,527,65.3001
0,528,65.327
0,529,65.3208
0,530,65.045
0,531,64.7798
0,532,64.5119
0,533,64.5219
0,534,64.5993
0,535,64.4412
0,536,64.4911
0,537,64.3952
0,538,64.6088
0,539,64.5704
0,540,64.7021
0,541,65.0341
0,542,65.3571
0,543,65.2165
0,544,65.4388
0,545,65.1963
0,546,65.35
0,547,65.7403
0,548,65.5219
0,549,65.5932
0,550,65.8157
0,551,65.6535
0,552,65.4827
0,553,65.6215
0,554,65.0298
0,555,64.92
0,556,64.876
0,557,64.7005
0,558,64.6565
0,559,64.5317
0,560,64.6991
0,561,64.6678
0,562,64.4843
0,563,64.9077
0,564,64.6578
0,565,64.5607
0,566,65.2074
0,567,65.3828
0,568,65.8869
0,569,66.3108
0,570,66.2178
0,571,65.8493
0,572,65.9568
0,573,65.9537
0,574,66.1888
0,575,66.3165
0,576,66.4493
0,577,65.6259
0,578,65.7162
0,579,65.4089
0,580,65.4221
0,581,65.9905
0,582,65.9186
0,583,65.8597
0,584,65.9148
0,585,65.9528
0,586,65.7685
0,587,65.6465
0,588,65.8984
0,589,65.4486
0,590,65.3909
0,591,65.8439
0,592,66.1117
0,593,66.0941
0,594,66.1332
0,595,65.7201
0,596,65.8336
0,597,66.1092
0,598,66.0534
0,599,66.3933
0,600,66.5911
0,601,66.4733
0,602,66.09
0,603,66.0642
0,604,66.1287
0,605,65.8934
0,606,65.6655
0,607,65.7692
0,608,65.2499
0,609,65.3479
0,610,65.5688
0,611,65.5641
0,612,65.1919
0,613,65.2596
0,614,65.4735
0,615,65.5416
0,616,65.125
0,617,65.218
0,618,64.9323
0,619,65.1127
0,620,65.3812
0,621,65.4575
0,622,65.684
0,623,65.6851
0,624,65.5412
0,625,65.4805
0,626,65.2689
0,627,65.5709
0,628,65.469
0,629,65.3705
0,630,65.7772
0,631,65.7488
0,632,65.8851
0,633,65.6137
0,634,65.4476
0,635,65.8363
0,636,65.5835
0,637,65.713
0,638,65.6294
0,639,65.8512
0,640,65.853
0,641,66.0569
0,642,66.046
0,643,65.9323
0,644,65.8282
0,645,65.9843
0,646,66.0309
0,647,65.7294
0,648,65.7481
0,649,65.6566
0,650,65.76
0,651,65.6711
0,652,65.6592
0,653,65.8369
0,654,66.0031
0,655,65.485
0,656,65.6597
0,657,65.5845
0,658,65.4713
0,659,65.6644
0,660,65.4195
0,661,65.5875
0,662,65.6392
0,663,65.1879
0,664,64.8065
0,665,64.7797
0,666,64.8064
0,667,64.9241
0,668,65.2149
0,669,65.5747
0,670,65.0928
0,671,65.062
0,672,65.331
0,673,65.2033
0,674,64.8514
0,675,64.4348
0,676,64.1212
0,677,63.791
0,678,63.8578
0,679,64.0106
0,680,63.9341
0,681,64.3253
0,682,64.5849
0,683,65.1067
0,684,64.3416
0,685,64.576
0,686,65.1382
0,687,64.9594
0,688,65.3886
0,689,65.1208
0,690,65.4365
0,691,65.2993
0,692,64.9376
0,693,64.4118
0,694,64.2583
0,695,64.0598
0,696,64.1202
0,697,64.263
0,698,64.3367
0,699,64.2379
0,700,64.2161
0,701,63.8783
0,702,64.138
0,703,64.1969
0,704,64.0575
0,705,63.9905
0,706,64.2575
0,707,64.2526
0,708,64.1048
0,709,64.0734
0,710,64.3064
0,711,63.7486
0,712,63.9865
0,713,63.5005
0,714,63.1777
0,715,63.3299
0,716,63.4807
0,717,63.4319
0,718,63.9078
0,719,64.0613
0,720,64.4288
0,721,63.9831
0,722,64.1553
0,723,64.0999
0,724,63.666
0,725,63.6516
0,726,63.668
0,727,63.7876
0,728,64.0584
0,729,64.1899
0,730,64.1802
0,731,64.5691
0,732,64.6007
0,733,64.5748
0,734,64.126
0,735,64.4812
0,736,64.6164
0,737,64.8031
0,738,64.9138
0,739,64.5666
0,740,64.1591
0,741,64.5594
0,742,64.1547
0,743,64.1957
0,744,64.4601
0,745,63.8865
0,746,63.943
0,747,64.412
0,748,64.4096
0,749,64.2245
0,750,63.962
0,751,64.0806
0,752,64.443
0,753,64.4038
0,754,64.1653
0,755,64.1854
0,756,64.1739
0,757,63.9049
0,758,63.9558
0,759,64.1313
0,760,64.2202
0,761,63.9084
0,762,63.8599
0,763,63.7537
0,764,63.8705
0,765,63.9749
0,766,64.0437
0,767,63.7328
0,768,63.5985
0,769,63.6057
0,770,63.2139
0,771,63.5156
0,772,63.2087
0,773,63.3416
0,774,63.2015
0,775,62.934
0,776,63.4363
0,777,63.5304
0,778,62.981
0,779,62.85
0,780,62.6664
0,781,62.7128
0,782,62.4523
0,783,62.3158
0,784,62.1584
0,785,62.3504
0,786,62.4358
0,787,62.8792
0,788,62.8423
0,789,63.1007
0,790,63.1697
0,791,63.0447
0,792,62.9828
0,793,62.8498
0,794,63.0358
0,795,63.1559
0,796,63.0215
0,797,63.4082
0,798,63.4198
0,799,63.8802
0,800,63.6585
0,801,63.6988
0,802,63.7031
0,803,63.3759
0,804,63.2689
0,805,63.119
0,806,63.1543
0,807,63.2664
0,808,62.9483
0,809,62.9917
0,810,63.1142
0,811,63.2256
0,812,63.4739
0,813,62.9772
0,814,62.7214
0,815,62.9759
0,816,62.7457
0,817,62.6196
0,818,62.6635
0,819,62.2751
0,820,62.1538
0,821,62.1597
0,822,62.2898
0,823,62.227
0,824,62.3596
0,825,62.4298
0,826,62.3223
0,827,62.4432
0,828,62.5104
0,829,62.3438
0,830,61.9936
0,831,62.0463
0,832,62.0449
0,833,62.061
0,834,62.1876
0,835,62.1315
0,836,61.9784
0,837,61.6359
0,838,61.3403
0,839,61.0137
0,840,60.9572
0,841,61.2168
0,842,61.3822
0,843,61.1374
0,844,60.8784
0,845,61.0685
0,846,61.0864
0,847,61.1875
0,848,61.0071
0,849,61.0585
0,850,61.3425
0,851,61.6096
0,852,61.7787
0,853,61.72
0,854,61.5645
0,855,61.4842
0,856,61.8856
0,857,61.672
0,858,61.4283
0,859,61.5162
0,860,61.5548
0,861,61.4253
0,862,61.1823
0,863,61.1008
0,864,60.7038
0,865,60.9708
0,866,61.0036
0,867,61.2547
0,868,60.8486
0,869,60.8598
0,870,60.8957
0,871,61.0564
0,872,60.7397
0,873,61.1603
0,874,61.2632
0,875,61.3565
0,876,61.5697
0,877,61.4118
0,878,61.4909
0,879,61.7621
0,880,61.8862
0,881,62.066
0,882,61.9417
0,883,61.9359
0,884,61.9143
0,885,61.5635
0,886,61.6247
0,887,62.3737
0,888,62.8711
0,889,62.8941
0,890,62.4196
0,891,62.169
0,892,62.1617
0,893,62.4355
0,894,62.5568
0,895,62.5462
0,896,62.3147
0,897,62.3722
0,898,62.5631
0,899,62.3002
0,900,62.2287
0,901,62.08
0,902,62.1214
0,903,62.3494
0,904,62.4152
0,905,62.0023
0,906,62.004
0,907,61.5822
0,908,61.2415
0,909,61.333
0,910,61.122
0,911,61.2632
0,912,61.0059
0,913,60.6974
0,914,60.4286
0,915,60.4643
0,916,60.7832
0,917,61.1505
0,918,61.2929
0,919,61.1247
0,920,61.5263
0,921,61.7987
0,922,61.6465
0,923,61.2245
0,924,61.4104
0,925,61.425
0,926,61.2674
0,927,60.8907
0,928,61.0941
0,929,61.1154
0,930,61.194
0,931,61.0062
0,932,61.1799
0,933,61.0293
0,934,61.1761
0,935,61.2666
0,936,60.8418
0,937,60.6163
0,938,60.2208
0,939,60.1997
0,940,60.1492
0,941,60.5
0,942,60.6399
0,943,60.4467
0,944,60.3344
0,945,60.3384
0,946,60.1341
0,947,60.0563
0,948,60.3278
0,949,60.2765
0,950,60.411
0,951,60.1539
0,952,60.4381
0,953,59.9483
0,954,60.3754
0,955,60.5156
0,956,60.345
0,957,60.2418
0,958,60.2779
0,959,60.0841
0,960,59.8907
0,961,59.7959
0,962,60.2647
0,963,60.376
0,964,60.29
0,965,59.9796
0,966,60.0287
0,967,60.6716
0,968,60.6284
0,969,60.571
0,970,60.8341
0,971,61.0489
0,972,61.0741
0,973,61.3444
0,974,61.4712
0,975,61.5486
0,976,61.3499
0,977,61.511
0,978,61.0797
0,979,61.5861
0,980,61.0624
0,981,61.5328
0,982,61.3589
0,983,61.0573
0,984,61.1591
0,985,61.2098
0,986,61.1422
0,987,61.3275
0,988,61.038
0,989,60.7138
0,990,60.6363
0,991,60.4275
0,992,60.501
0,993,60.1856
0,994,60.797
0,995,60.8609
0,996,60.8218
0,997,60.7004
0,998,60.7252
0,999,60.8852
0,1000,60.7765
0,1001,60.9798
0,1002,60.9071
0,1003,60.6024
0,1004,60.2682
0,1005,60.341
0,1006,60.0489
0,1007,60.2388
0,1008,60.4758
0,1009,60.888
0,1010,61.2438
0,1011,61.8013
0,1012,62.0511
0,1013,62.337
0,1014,61.9853
0,1015,61.4545
0,1016,61.7722
0,1017,61.7356
0,1018,61.7212
0,1019,61.9298
0,1020,61.9033
0,1021,61.5039
0,1022,61.0316
0,1023,61.0679
0,1024,61.0948
0,1025,61.1461
0,1026,61.0082
0,1027,61.1893
0,1028,61.1401
0,1029,61.5486
0,1030,61.3257
0,1031,61.2176
0,1032,61.3744
0,1033,61.6308
0,1034,61.8095
0,1035,61.7036
0,1036,61.0374
0,1037,60.8643
0,1038,60.9062
0,1039,60.877
0,1040,60.6916
0,1041,60.7907
0,1042,60.3033
0,1043,60.295
0,1044,60.1942
0,1045,60.1158
0,1046,60.2273
0,1047,60.2719
0,1048,60.2052
0,1049,60.6457
0,1050,60.956
0,1051,61.2794
0,1052,60.9622
0,1053,61.0603
0,1054,61.4383
0,1055,61.633
0,1056,61.9227
0,1057,61.9678
0,1058,62.1935
0,1059,62.1817
0,1060,62.1229
0,1061,62.144
0,1062,61.6257
0,1063,61.392
0,1064,61.291
0,1065,61.4415
0,1066,61.1524
0,1067,61.2148
0,1068,61.2184
0,1069,61.0671
0,1070,61.3417
0,1071,61.2383
0,1072,61.4886
0,1073,61.4824
0,1074,61.6556
0,1075,61.9166
0,1076,62.2418
0,1077,61.9743
0,1078,61.4282
0,1079,61.5429
0,1080,61.6329
0,1081,61.947
0,1082,61.8817
0,1083,62.1139
0,1084,61.9162
0,1085,61.6857
0,1086,62.0084
0,1087,62.2091
0,1088,62.2069
0,1089,61.7902
0,1090,61.6872
0,1091,61.542
0,1092,61.8437
0,1093,61.8964
0,1094,61.6564
0,1095,61.8636
0,1096,61.7806
0,1097,61.5911
0,1098,61.6755
0,1099,61.6168
0,1100,61.6132
0,1101,61.7701
0,1102,61.6308
0,1103,61.3398
0,1104,61.1522
0,1105,61.1605
0,1106,61.1944
0,1107,60.8506
0,1108,60.7102
0,1109,60.6643
0,1110,60.6177
0,1111,60.4648
0,1112,60.4688
0,1113,60.1098
0,1114,59.9225
0,1115,59.7989
0,1116,59.421
0,1117,59.0073
0,1118,58.7169
0,1119,58.628
0,1120,58.7735
0,1121,58.688
0,1122,59.072
0,1123,59.1794
0,1124,59.4608
0,1125,59.4318
0,1126,59.344
0,1127,59.282
0,1128,59.4237
0,1129,59.5727
0,1130,59.5145
0,1131,59.5221
0,1132,59.5319
0,1133,59.7125
0,1134,59.542
0,1135,59.775
0,1136,60.0785
0,1137,60.0822
0,1138,60.4217
0,1139,60.6894
0,1140,60.6963
0,1141,60.8042
0,1142,60.6553
0,1143,60.4735
0,1144,60.2124
0,1145,60.2375
0,1146,60.1106
0,1147,60.3977
0,1148,60.4185
0,1149,60.3486
0,1150,60.4235
0,1151,60.7336
0,1152,60.6714
0,1153,60.8102
0,1154,60.9441
0,1155,60.9914
0,1156,60.6626
0,1157,60.6556
0,1158,60.3881
0,1159,59.9025
0,1160,59.5847
0,1161,59.5711
0,1162,59.9783
0,1163,59.8051
0,1164,59.8861
0,1165,59.9099
0,1166,59.3716
0,1167,59.4481
0,1168,59.4653
0,1169,59.4072
0,1170,59.2369
0,1171,58.6475
0,1172,58.8829
0,1173,58.7454
0,1174,58.5912
0,1175,58.8961
0,1176,58.631
0,1177,58.6111
0,1178,58.9145
0,1179,58.9555
0,1180,58.9325
0,1181,58.8982
0,1182,58.9606
0,1183,59.1178
0,1184,58.9969
0,1185,59.0092
0,1186,59.1504
0,1187,59.0413
0,1188,59.031
0,1189,58.9183
0,1190,58.8715
0,1191,58.7819
0,1192,58.3647
0,1193,58.5321
0,1194,58.494
0,1195,58.9322
0,1196,58.7947
0,1197,58.9025
0,1198,59.05
0,1199,59.1012
0,1200,59.0372
0,1201,59.1493
0,1202,59.2643
0,1203,59.4042
0,1204,59.8439
0,1205,59.6258
0,1206,59.9202
0,1207,60.3795
0,1208,60.2898
0,1209,60.3543
0,1210,60.4468
0,1211,60.6899
0,1212,60.6351
0,1213,60.8288
0,1214,61.2336
0,1215,61.4613
0,1216,61.7702
0,1217,61.6
0,1218,61.4849
0,1219,61.1457
0,1220,60.8742
0,1221,61.0353
0,1222,61.3035
0,1223,60.7443
0,1224,60.7042
0,1225,60.668
0,1226,60.3926
0,1227,60.1409
0,1228,60.2467
0,1229,60.2426
0,1230,60.2101
0,1231,60.3425
0,1232,60.0438
0,1233,60.3777
0,1234,60.3356
0,1235,60.6259
0,1236,60.4409
0,1237,60.2765
0,1238,60.4608
0,1239,60.4971
0,1240,60.6078
0,1241,60.5892
0,1242,59.9958
0,1243,59.9784
0,1244,60.0707
0,1245,60.1084
0,1246,60.3316
0,1247,60.2452
0,1248,60.5794
0,1249,60.8615
0,1250,60.6096
0,1251,60.5463
0,1252,60.3528
0,1253,59.4871
0,1254,59.3863
0,1255,59.3597
0,1256,59.5561
0,1257,59.842
0,1258,59.7362
0,1259,59.5695
0,1260,59.6743
0,1261,59.2295
0,1262,59.2868
0,1263,59.482
0,1264,59.4095
0,1265,59.1242
0,1266,58.9155
0,1267,58.8682
0,1268,58.7552
0,1269,58.9586
0,1270,59.2218
0,1271,59.4851
0,1272,59.9041
0,1273,59.9042
0,1274,60.113
0,1275,59.8549
0,1276,60.0956
0,1277,60.0109
0,1278,60.1463
0,1279,60.2888
0,1280,60.2024
0,1281,60.2848
0,1282,60.1351
0,1283,59.8351
0,1284,60.2113
0,1285,60.4873
0,1286,60.5555
0,1287,60.4898
0,1288,60.5478
0,1289,59.9807
0,1290,59.9307
0,1291,59.9943
0,1292,60.0927
0,1293,60.078
0,1294,59.7716
0,1295,59.9562
0,1296,60.0443
0,1297,60.2322
0,1298,59.6173
0,1299,59.382
0,1300,59.4538
0,1301,58.9987
0,1302,59.1183
0,1303,59.2647
0,1304,59.4138
0,1305,59.3948
0,1306,59.4212
0,1307,59.6975
0,1308,60.018
0,1309,59.8979
0,1310,60.4447
0,1311,60.548
0,1312,60.833
0,1313,61.0468
0,1314,61.1022
0,1315,61.4435
0,1316,61.6488
0,1317,61.6609
0,1318,61.4739
0,1319,61.426
0,1320,61.2023
0,1321,61.5503
0,1322,61.7384
0,1323,61.764
0,1324,61.7874
0,1325,62.1551
0,1326,62.2064
0,1327,62.1921
0,1328,61.9211
0,1329,62.1649
0,1330,62.076
0,1331,62.2871
0,1332,62.0552
0,1333,62.0438
0,1334,62.2517
0,1335,62.3092
0,1336,62.3665
0,1337,62.5516
0,1338,62.7157
0,1339,63.3167
0,1340,63.0245
0,1341,62.784
0,1342,62.5683
0,1343,62.9752
0,1344,62.8212
0,1345,63.1275
0,1346,63.2585
0,1347,63.2865
0,1348,63.2871
0,1349,63.3889
0,1350,63.301
0,1351,63.3615
0,1352,63.2566
0,1353,63.4098
0,1354,63.7154
0,1355,63.9873
0,1356,63.6052
0,1357,63.5058
0,1358,63.78
0,1359,63.6194
0,1360,63.5289
0,1361,63.1856
0,1362,63.3827
0,1363,63.5443
0,1364,63.1341
0,1365,63.211
0,1366,63.175
0,1367,62.9443
0,1368,63.194
0,1369,63.0463
0,1370,63.299
0,1371,63.0559
0,1372,62.8455
0,1373,62.8198
0,1374,62.5699
0,1375,62.5393
0,1376,62.7171
0,1377,62.6365
0,1378,63.2592
0,1379,63.2259
0,1380,63.2866
0,1381,63.5079
0,1382,63.4608
0,1383,63.2874
0,1384,63.333
0,1385,63.7911
0,1386,63.8292
0,1387,64.3487
0,1388,64.2027
0,1389,64.0362
0,1390,63.9934
0,1391,63.7479
0,1392,63.4761
0,1393,63.2837
0,1394,63.5512
0,1395,63.7263
0,1396,63.7981
0,1397,63.5423
0,1398,64.0884
0,1399,63.9598
0,1400,63.866
0,1401,64.0241
0,1402,64.1816
0,1403,64.202
0,1404,64.3448
0,1405,64.2595
0,1406,63.5138
0,1407,63.5625
0,1408,63.7315
0,1409,63.5144
0,1410,63.6656
0,1411,63.7114
0,1412,63.5239
0,1413,63.1058
0,1414,62.9233
0,1415,63.4854
0,1416,63.6815
0,1417,63.9232
0,1418,64.1239
0,1419,63.9838
0,1420,64.1225
0,1421,64.1719
0,1422,63.7108
0,1423,63.0861
0,1424,62.8623
0,1425,63.0104
0,1426,63.0661
0,1427,63.254
0,1428,63.3013
0,1429,63.0915
0,1430,63.0881
0,1431,63.3197
0,1432,63.0135
0,1433,63.0757
0,1434,63.2575
0,1435,63.1699
0,1436,63.2667
0,1437,63.1106
0,1438,63.0786
0,1439,62.62
0,1440,62.5227
0,1441,62.488
0,1442,62.3703
0,1443,62.2181
0,1444,62.2803
0,1445,62.6025
0,1446,62.8531
0,1447,63.4055
0,1448,63.2977
0,1449,63.2882
0,1450,63.0905
0,1451,63.2523
0,1452,63.3128
0,1453,63.5573
0,1454,63.672
0,1455,63.7381
0,1456,64.0931
0,1457,64.1694
0,1458,64.1117
0,1459,63.8994
0,1460,63.6542
0,1461,63.8126
0,1462,63.4014
0,1463,63.5653
0,1464,63.8796
0,1465,63.8215
0,1466,63.1959
0,1467,63.1313
0,1468,63.0348
0,1469,62.972
0,1470,63.3953
0,1471,63.4349
0,1472,63.4647
0,1473,63.7809
0,1474,63.6545
0,1475,63.9106
0,1476,63.5555
0,1477,63.6055
0,1478,63.4938
0,1479,63.2748
0,1480,63.077
0,1481,62.9701
0,1482,63.1449
0,1483,63.3516
0,1484,63.4785
0,1485,63.1666
0,1486,62.8791
0,1487,62.9794
0,1488,63.094
0,1489,63.0644
0,1490,63.3429
0,1491,63.0651
0,1492,63.1637
0,1493,63.3141
0,1494,63.385
0,1495,63.3469
0,1496,63.0339
0,1497,62.9666
0,1498,62.8139
0,1499,63.0651
0,1500,63.2057
0,1501,63.5264
0,1502,63.4784
0,1503,63.7578
0,1504,63.7512
0,1505,63.8357
0,1506,63.7507
0,1507,63.7544
0,1508,63.792
0,1509,63.8223
0,1510,63.6288
0,1511,63.324
0,1512,63.512
0,1513,63.5793
0,1514,63.629
0,1515,63.5944
0,1516,64.0792
